05.10.2018                                                                                                       Saída dinâmica de lista                                                                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Itm|Medi|Nota    |Ordem     |P|Texto das medidas                       |Texto do item                           |CenTrabRes|StatUsuár.|StatSist |Local de instalação           |Exec.por|Fim plan. |Problema|GrCoMed |Data      |Concluído |ÁrO|CóMd|
|    2|   2|10606013|2017733513|7|REPAR*3-III*2.1                         |Corrosão interna - Standpipe            |          |RECB      |MEDL     |301036.PSTP.122303.000001.0001|CTPCM   |31.08.2019|PMGERAL |CAMPPAR |06.06.2018|          |P35|C   |
|    3|   3|9245195 |2015737307|6|CONV-PROD-A14: CALD *1-II*              |Dreno empenado e sem CAP                |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIECOP|31.08.2017|PMGERAL |CAMPSPAR|26.11.2016|09.01.2017|P35|D   |
|    2|   2|9245195 |2015737307|6|CONV-PROD-A14: CALD *2-II*              |Furo no LSLL-122326-B                   |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIINTG|31.08.2017|PMANORMA|CAMPSPAR|26.11.2016|27.04.2017|P35|D   |
|    1|   1|9245195 |2015737307|6|CONV-PROD-A14: PINT *1-I*               |Tag inelegível                          |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIECOP|31.08.2017|PMLACREP|CAMPSPAR|26.11.2016|13.01.2017|P35|D   |
|    3|   4|9245195 |2015737307|6|CONV-PROD-A14: CALD *3-III*             |Dreno empenado e sem CAP                |CTMIINTG  |RECB      |MEDL     |301036.PSTP.122303.000002.0001|CTMIPPRO|30.11.2018|PMGERAL |PARDSPAR|26.11.2016|          |P35|C   |
|    4|   5|9245195 |2015737307|6|CONV-PROD-A14: PINT *1-I*               |Tratar e Pintar tubulações periféricas  |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIECOP|31.08.2017|PMPINTUR|CAMPSPAR|26.11.2016|27.01.2017|P35|D   |
|    2|   6|9245195 |2015737307|6|CONV-PROD-A14: PINT *1-I*               |Furo no LSLL-122326-B                   |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIINTG|31.08.2017|PMANORMA|CAMPSPAR|26.11.2016|27.04.2017|P35|D   |
|    4|   7|9245195 |2015737307|6|CONV-PROD-A14: PINT *1-I*               |Tratar e Pintar tubulações periféricas  |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIECOP|31.08.2017|PMPINTUR|CAMPSPAR|26.11.2016|27.01.2017|P35|D   |
|    5|   8|9245195 |2015737307|6|CONV-PROD-A14: ISOL *1-I*               |Recompor isolamento                     |CTMIINTG  |CMAN      |MEDE MSUC|301036.PSTP.122303.000002.0001|CTMIINTG|31.08.2017|PMISOLTR|CAMPSPAR|26.11.2016|14.06.2018|P35|D   |
|    6|   7|10459479|2017750530|6|CONV-2-A32A-MEC                         |TRAPA MANUTENÇÃO                        |030COE02  |PH        |MEDA     |301020.FSSV.543102.000001.0003|CTMIOP  |          |PMANORMA|CAMPSPAR|07.04.2018|          |P20|C   |
|    5|   6|10459479|2017750530|6|CONV-2-A32A-PINT                        |TAMBOR                                  |030COE02  |PH        |MEDA     |301020.FSSV.543102.000001.0003|CTMIECOP|30.05.2020|PMANORMA|CAMPSPAR|07.04.2018|          |P20|D   |
|    4|   5|10459479|2017750530|6|CONV-2-A32A-PINT                        |AMORTECEDOR                             |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|030COE02|17.05.2018|PMANORMA|CAMPSPAR|07.04.2018|17.05.2018|P20|C   |
|    1|  10|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão acentuada caixas das roldanas  |CTPCM     |RECB      |MEDA     |301020.FSSV.543102.000001.0003|CTMEINTG|30.03.2019|PMGERAL |CAMPSPAR|21.04.2017|          |P20|C   |
|    1|   9|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão acentuada caixas das roldanas  |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|PMGERAL |CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    6|   8|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corr alveloar estrutura guias           |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIECOP|20.11.2017|INSPEXTE|CAMPSPAR|21.04.2017|20.11.2017|P20|D   |
|    5|   7|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão e perda de massa tambor cont   |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|INSPEXTE|CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    4|   6|9602969 |2016970334|7|CONV-2-A32A: PINT                       |Corrosão e perda de massa guincho       |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|INSPFORM|CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    4|   5|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão e perda de massa guincho       |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|INSPFORM|CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    3|   4|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão e perda de massa sist. amorteci|CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|INSPFORM|CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    2|   3|9602969 |2016970334|7|CONV-2-A32A: CALD                       |Corrosão acentuada mecanismo acionador  |CTPCM     |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|CTMIINTG|12.04.2018|PMGERAL |CAMPSPAR|21.04.2017|12.04.2018|P20|C   |
|    3|   4|10459479|2017750530|6|CONV-2-A32A-CALD                        |VERDUGOS                                |030COE02  |PH        |MEDA     |301020.FSSV.543102.000001.0003|CTMIECOP|30.05.2020|PMANORMA|CAMPSPAR|07.04.2018|          |P20|D   |
|    2|   3|10459479|2017750530|6|CONV-2-A32A-CALD                        |ESCADA                                  |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|030COE02|17.05.2018|INSPFORM|CAMPSPAR|07.04.2018|17.05.2018|P20|C   |
|    2|   2|10459479|2017750530|6|CONV-2-A32A-PINT                        |ESCADA                                  |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543102.000001.0003|030COE02|17.05.2018|INSPFORM|CAMPSPAR|07.04.2018|17.05.2018|P20|C   |
|    1|   1|10459479|2017750530|6|CONV-2-A32A-MEC                         |ROLDANAS                                |030COE02  |PH        |MEDA     |301020.FSSV.543102.000001.0003|CTMIOP  |07.05.2020|PMGERAL |CAMPSPAR|07.04.2018|          |P20|D   |
|    2|   2|9381149 |2016771607|2|CS-A49: CALD                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123101.000014.0004|CTMIINTG|21.01.2017|PMGERAL |CAMPSPAR|16.01.2017|          |P18|D   |
|    1|   1|10393253|2017481538|4|CS-A49: PINT                            |                                        |CTMIECOP  |RECB      |MEDL     |301018.PSCG.123101.000004.0003|CTMIECOP|18.06.2018|PMGERAL |CAMPSPAR|11.03.2018|          |P18|D   |
|    1|   1|7562234 |          |6|MDEC-A32-A: CALD *3-IV*                 |Furo no braço turco de popa             |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543101.000003.0003|CTMIINTG|30.06.2015|PMGERAL |CAMPSPAR|28.12.2014|19.05.2015|P20|B   |
|    2|   2|7562234 |          |6|MDEC-A32-A: CALD *2-I*                  |Tubo do guarda corpo furado             |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543101.000003.0003|CTMIINTG|16.01.2015|PMGERAL |CAMPSPAR|28.12.2014|02.10.2015|P20|D   |
|    3|   3|7562234 |          |6|MDEC-A32-A: PINT *2-I*                  |Corrosão nas chapas later dos tambores  |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543101.000003.0003|CTMIECOP|08.12.2018|INSPEXTE|CAMPSPAR|28.12.2014|20.09.2017|P20|D   |
|    4|   4|7562234 |          |6|CP-A32A: CALD                           |Tambor do cabo de controle remoto       |030COE02  |RECB      |MEDL     |301020.FSSV.543101.000003.0003|CTMIINTG|30.11.2018|INSPFORM|CAMPSPAR|28.12.2014|          |P20|C   |
|    5|   5|7562234 |          |6|DEC-A32-A: ELE *3-IV*                   |Chave fim de curso desligada            |030COE02  |CMAN      |MEDE MSUC|301020.FSSV.543101.000003.0003|CTMIOP  |30.06.2015|PMANORMA|CAMPSPAR|28.12.2014|24.04.2015|P20|B   |
|    2|   2|10898280|          |4|CONV-2-A32A:CALD *2-III* 2.1            |CONV-2-A32A                             |          |CTEC      |MEDA     |301020.FSSV.543101.000003.0003|030COM02|          |PMANORMA|CAMPSPAR|27.09.2018|          |P20|C   |
|    1|   1|10898280|          |4|CONV-2-A32A:CALD *2-III* 1.1            |CONV-2-A32A                             |          |CTEC      |MEDA     |301020.FSSV.543101.000003.0003|030COM02|          |PMANORMA|CAMPSPAR|27.09.2018|          |P20|C   |
|    3|   4|9539710 |2016466021|4|CS-A51: PINT                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123102.000019.0001|CTMIECOP|21.05.2017|PMGERAL |CAMPSPAR|25.03.2017|          |P18|D   |
|    2|   3|9539710 |2016466021|4|CS-A51: PINT                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123102.000019.0001|CTMIINTG|30.03.2019|PMGERAL |CAMPSPAR|25.03.2017|          |P18|C   |
|    2|   2|9539710 |2016466021|4|CS-A51: PINT                            |                                        |010COP02  |CMAN      |MEDE MSUC|301018.PSCG.123102.000019.0001|CTMIECOP|21.05.2017|PMGERAL |CAMPSPAR|25.03.2017|30.12.2017|P18|C   |
|    1|   1|9539710 |2016466021|4|CS-A51: PINT                            |                                        |010COP02  |RECB      |MEDL     |301018.PSCG.123102.000019.0001|CTMIINTG|30.03.2019|PMGERAL |CAMPSPAR|25.03.2017|          |P18|C   |
|    1|   1|8701508 |2017933091|4|CS-A51:CALD                             |Reparo Stand-pipe                       |CTMIECOP  |RECB      |MEDL     |301018.PSCG.123102.000019.0002|CTMEINTG|30.12.2018|PMANORMA|PARDSPAR|14.04.2016|          |P18|C   |
|    4|   4|10377604|2017506903|4|HELID-MEZ-A87: CALD*4-I*                |Corrosão sob isolamento.                |040COP02  |RECB      |MEDL     |301029.PSTP.122303.000001.0001|CTMIINTG|03.08.2018|PMGERAL |CAMPPAR |06.03.2018|          |P26|C   |
|    3|   3|10377604|2017506903|4|HELID-MEZ-A87: PINT                     |Falta acabamento.                       |040COP02  |CMAN      |MEDE MSUC|301029.PSTP.122303.000001.0001|CTMIECOP|11.07.2018|PMGERAL |CAMPSPAR|06.03.2018|11.07.2018|P26|D   |
|    2|   2|10377604|2017506903|4|HELID-MEZ-A87: PINT                     |Serviço não concluído.                  |040COP02  |CMAN      |MEDE MSUC|301029.PSTP.122303.000001.0001|CTMIECOP|11.07.2018|PMGERAL |CAMPSPAR|06.03.2018|11.07.2018|P26|D   |
|    1|   1|10377604|2017506903|4|HELID-MEZ-A87: CALD*2-I*                |Corrosão externa.                       |040COP02  |CMAN      |MEDE MSUC|301029.PSTP.122303.000001.0001|CTMIECOP|03.08.2018|INSPEXTE|CAMPSPAR|06.03.2018|02.09.2018|P26|D   |
|    1|   1|9775171 |2017343055|5|P600-A40: CALD                          |Ausência de estojos                     |CTMIECOP  |CMAN      |MEDE MSUC|301040.FSAR.525201.000004.0001|CTMIECOP|30.10.2019|PMGERAL |CAMPSPAR|05.07.2017|10.01.2018|P37|D   |
|    2|   2|9775171 |2017343055|5|P600-A40: PINT                          |CORROSÃO SEVERA                         |CTMIECOP  |CMAN      |MEDE MSUC|301040.FSAR.525201.000004.0001|CTMIECOP|30.10.2019|PMPINTUR|CAMPSPAR|05.07.2017|10.01.2018|P37|D   |
|    3|   3|9775171 |2017343055|5|P600-A40: CALD                          |PLACA ILEGÍVEL                          |CTMIECOP  |RECB      |MEDL     |301040.FSAR.525201.000004.0001|CTMIECOP|30.10.2018|PMGERAL |CAMPSPAR|05.07.2017|          |P37|C   |
|    1|   1|9756037 |2017735160|4|CP-A33 : PINT                           |                                        |CTMIECOP  |RECB      |MEDL     |301019.PSCG.123104.000025.0008|CTMIECOP|22.08.2018|PMPINTUR|CAMPSPAR|27.06.2017|          |P19|C   |
|    1|   2|10702979|2017900618|6|PINT*3-I*1.2                            |corrosão/valvula sem haste TQ-682502-02B|CTMIECOP  |PH        |MEDA     |301036.PSIQ.682505.000002.0003|CTMIECOP|31.08.2020|PMANORMA|CAMPSPAR|14.07.2018|          |P35|D   |
|    1|   1|10702979|2017900618|6|MEC*1-I*1.1                             |corrosão/valvula sem haste TQ-682502-02B|CTMIECOP  |PH        |MEDA     |301036.PSIQ.682505.000002.0003|CTMIECOP|31.08.2020|PMANORMA|CAMPSPAR|14.07.2018|          |P35|D   |
|    1|   1|10702980|2017900637|6|PINT*3-I*1.1                            |corrosão valvulas e flange TQ-682502-02C|CTMIECOP  |PH        |MEDA     |301036.PSIQ.682505.000003.0003|CTMIECOP|31.08.2020|PMANORMA|CAMPSPAR|14.07.2018|          |P35|D   |
|    1|   1|7759789 |          |4|COL-A64:REPAR                           |                                        |020COM02  |RECB      |MEDL     |301019.FSAR.525201.000001.0003|CTPCM   |31.05.2019|PMGERAL |CAMPSPAR|21.03.2015|          |P19|C   |
|    1|  12|5294563 |          |6|PRDEC-A22-ISOL                          |                                        |CTMIINTG  |RECB      |MEDL     |301032.PSTP.122303.000006.0001|CTMIINTG|30.04.2020|PMANORMA|CAMPSPAR|29.04.2012|          |P32|D   |
|    1|  13|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTUMA_P |09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|09.01.2014|P32|D   |
|    1|  14|5294563 |          |6|PRDEC-A22-PINT / CALD                   |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTUMA_P |09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|16.01.2014|P32|D   |
|    1|  15|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIINTG|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|25.02.2013|P32|D   |
|    1|  16|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIECOP|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|17.02.2013|P32|D   |
|    1|  17|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIINTG|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|17.02.2013|P32|D   |
|    1|  18|5294563 |          |6|PRDEC-A22-PINT / CALD                   |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTUMA_P |09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|16.01.2014|P32|D   |
|    1|  19|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CANC      |MEDE     |301032.PSTP.122303.000006.0001|CTMIINTG|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|18.05.2014|P32|D   |
|    8|   8|10890621|          |6|PP-A22B:CALD                            |desgaste da sede de vedação             |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMANORMA|CAMPSPAR|25.09.2018|          |P32|C   |
|    9|   9|10890621|          |6|PP-A22B:PINT                            |ausência de revestimento anticorrosivo  |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMPINTUR|CAMPSPAR|25.09.2018|          |P32|D   |
|    7|   7|10890621|          |6|PP-A22B:PINT                            |ausência de revestimento anticorrosivo  |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMPINTUR|CAMPSPAR|25.09.2018|          |P32|D   |
|    6|   6|10890621|          |6|PP-A22B:CALD                            |desgaste da sede de vedação             |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMANORMA|CAMPSPAR|25.09.2018|          |P32|C   |
|    1|   1|10890621|          |6|PP-A22B:CALD                            |desgaste das sedes de vedação           |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMANORMA|CAMPSPAR|25.09.2018|          |P32|C   |
|    2|   2|10890621|          |6|PP-A22B:CALD                            |desgaste da sede de vedação             |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMANORMA|CAMPSPAR|25.09.2018|          |P32|C   |
|    3|   3|10890621|          |6|PP-A22B:PINT                            |ausência de revestimento anticorrosivo  |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMPINTUR|CAMPSPAR|25.09.2018|          |P32|D   |
|    4|   4|10890621|          |6|PP-A22B:CALD                            |desgaste da sede de vedação             |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMANORMA|CAMPSPAR|25.09.2018|          |P32|C   |
|    5|   5|10890621|          |6|PP-A22B:PINT                            |ausência de revestimento anticorrosivo  |          |RECB      |MEDA     |301032.PSTP.122303.000006.0001|060COP02|          |PMPINTUR|CAMPSPAR|25.09.2018|          |P32|D   |
|    1|  11|5294563 |          |6|PRDEC-A22-PINT / CALD                   |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTUMA_P |09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|30.01.2014|P32|D   |
|    1|  10|5294563 |          |6|PRDEC-A22-ISOL                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTUMA_P |09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|04.11.2013|P32|D   |
|    1|   9|5294563 |          |6|PRDEC-A22-CALD                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIECOP|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|07.08.2012|P32|D   |
|    1|   8|5294563 |          |6|PRDEC-A22-PINT                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIECOP|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|07.08.2012|P32|D   |
|    1|   7|5294563 |          |6|PRDEC-A22-CALD                          |                                        |CTMIINTG  |CMAN      |MEDE MSUC|301032.PSTP.122303.000006.0001|CTMIECOP|09.06.2012|PMANORMA|CAMPSPAR|29.04.2012|07.08.2012|P32|D   |
